GO.ID	Term	Annotated	Significant	Expected	classic
GO:0034453	microtubule anchoring	8	5	5.25	0.72033
GO:0035493	SNARE complex assembly	8	5	5.25	0.72033
GO:0035542	regulation of SNARE complex assembly	8	5	5.25	0.72033
GO:0048042	regulation of post-mating oviposition	8	5	5.25	0.72033
GO:0051339	regulation of lyase activity	8	5	5.25	0.72033
GO:0051445	regulation of meiotic cell cycle	8	5	5.25	0.72033
GO:0055072	iron ion homeostasis	8	5	5.25	0.72033
GO:0060403	post-mating oviposition	8	5	5.25	0.72033
GO:0060912	cardiac cell fate specification	8	5	5.25	0.72033
GO:0070076	histone lysine demethylation	8	5	5.25	0.72033
GO:0071241	cellular response to inorganic substance	8	5	5.25	0.72033
GO:1901661	quinone metabolic process	8	5	5.25	0.72033
GO:1901663	quinone biosynthetic process	8	5	5.25	0.72033
GO:1903706	regulation of hemopoiesis	8	5	5.25	0.72033
GO:0070482	response to oxygen levels	51	32	33.48	0.72443
GO:0035172	hemocyte proliferation	40	25	26.26	0.72523
GO:0009950	dorsal/ventral axis specification	62	39	40.7	0.72591
GO:0000723	telomere maintenance	21	13	13.79	0.72790
GO:0010508	positive regulation of autophagy	21	13	13.79	0.72790
GO:0016318	ommatidial rotation	21	13	13.79	0.72790
GO:0032200	telomere organization	21	13	13.79	0.72790
GO:0060180	female mating behavior	21	13	13.79	0.72790
GO:0001522	pseudouridine synthesis	13	8	8.53	0.73311
GO:0006109	regulation of carbohydrate metabolic process	13	8	8.53	0.73311
GO:0006730	one-carbon metabolic process	13	8	8.53	0.73311
GO:0008069	dorsal/ventral axis specification, ovarian follicular epithelium	13	8	8.53	0.73311
GO:0009066	aspartate family amino acid metabolic process	13	8	8.53	0.73311
GO:0010951	negative regulation of endopeptidase activity	13	8	8.53	0.73311
GO:0032786	positive regulation of DNA-templated transcription, elongation	13	8	8.53	0.73311
GO:0035025	positive regulation of Rho protein signal transduction	13	8	8.53	0.73311
GO:0048580	regulation of post-embryonic development	13	8	8.53	0.73311
GO:0051272	positive regulation of cellular component movement	13	8	8.53	0.73311
GO:0051642	centrosome localization	13	8	8.53	0.73311
GO:0070588	calcium ion transmembrane transport	13	8	8.53	0.73311
GO:0071312	cellular response to alkaloid	13	8	8.53	0.73311
GO:1902349	response to chloroquine	13	8	8.53	0.73311
GO:1902350	cellular response to chloroquine	13	8	8.53	0.73311
GO:0009451	RNA modification	48	30	31.51	0.73337
GO:0016579	protein deubiquitination	37	23	24.29	0.73629
GO:0042594	response to starvation	165	105	108.32	0.73868
GO:0009306	protein secretion	45	28	29.54	0.74291
GO:0009267	cellular response to starvation	117	74	76.81	0.74400
GO:0045892	negative regulation of transcription, DNA-templated	207	132	135.9	0.74458
GO:1902679	negative regulation of RNA biosynthetic process	207	132	135.9	0.74458
GO:1903507	negative regulation of nucleic acid-templated transcription	207	132	135.9	0.74458
GO:0030537	larval behavior	26	16	17.07	0.74562
GO:0071897	DNA biosynthetic process	26	16	17.07	0.74562
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	26	16	17.07	0.74562
GO:0051172	negative regulation of nitrogen compound metabolic process	272	174	178.57	0.74666
GO:0006400	tRNA modification	18	11	11.82	0.74796
GO:0007131	reciprocal meiotic recombination	18	11	11.82	0.74796
GO:0009996	negative regulation of cell fate specification	18	11	11.82	0.74796
GO:0042398	cellular modified amino acid biosynthetic process	18	11	11.82	0.74796
GO:0046427	positive regulation of JAK-STAT cascade	18	11	11.82	0.74796
GO:0046834	lipid phosphorylation	18	11	11.82	0.74796
GO:0034655	nucleobase-containing compound catabolic process	75	47	49.24	0.75049
GO:0036293	response to decreased oxygen levels	50	31	32.83	0.75883
GO:0031668	cellular response to extracellular stimulus	119	75	78.12	0.76131
GO:2001020	regulation of response to DNA damage stimulus	23	14	15.1	0.76244
GO:0051253	negative regulation of RNA metabolic process	220	140	144.43	0.76270
GO:0007309	oocyte axis specification	105	66	68.93	0.76300
GO:0048285	organelle fission	302	193	198.27	0.76340
GO:0009890	negative regulation of biosynthetic process	251	160	164.78	0.76379
GO:0031327	negative regulation of cellular biosynthetic process	251	160	164.78	0.76379
GO:0043038	amino acid activation	39	24	25.6	0.76408
GO:0043039	tRNA aminoacylation	39	24	25.6	0.76408
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	234	149	153.62	0.76446
GO:0000018	regulation of DNA recombination	10	6	6.57	0.76574
GO:0006206	pyrimidine nucleobase metabolic process	10	6	6.57	0.76574
GO:0006476	protein deacetylation	10	6	6.57	0.76574
GO:0007586	digestion	10	6	6.57	0.76574
GO:0008333	endosome to lysosome transport	10	6	6.57	0.76574
GO:0009651	response to salt stress	10	6	6.57	0.76574
GO:0014019	neuroblast development	10	6	6.57	0.76574
GO:0016056	rhodopsin mediated signaling pathway	10	6	6.57	0.76574
GO:0016575	histone deacetylation	10	6	6.57	0.76574
GO:0018345	protein palmitoylation	10	6	6.57	0.76574
GO:0031937	positive regulation of chromatin silencing	10	6	6.57	0.76574
GO:0035065	regulation of histone acetylation	10	6	6.57	0.76574
GO:0043052	thermotaxis	10	6	6.57	0.76574
GO:0045880	positive regulation of smoothened signaling pathway	10	6	6.57	0.76574
GO:0046685	response to arsenic-containing substance	10	6	6.57	0.76574
GO:0048864	stem cell development	10	6	6.57	0.76574
GO:0072523	purine-containing compound catabolic process	10	6	6.57	0.76574
GO:1901983	regulation of protein acetylation	10	6	6.57	0.76574
GO:2000756	regulation of peptidyl-lysine acetylation	10	6	6.57	0.76574
GO:0007611	learning or memory	116	73	76.15	0.76587
GO:0050890	cognition	116	73	76.15	0.76587
GO:0015849	organic acid transport	47	29	30.86	0.76828
GO:0046942	carboxylic acid transport	47	29	30.86	0.76828
GO:0005977	glycogen metabolic process	15	9	9.85	0.77196
GO:0006073	cellular glucan metabolic process	15	9	9.85	0.77196
GO:0006112	energy reserve metabolic process	15	9	9.85	0.77196
GO:0007428	primary branching, open tracheal system	15	9	9.85	0.77196
GO:0009584	detection of visible light	15	9	9.85	0.77196
GO:0016125	sterol metabolic process	15	9	9.85	0.77196
GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	15	9	9.85	0.77196
GO:0034472	snRNA 3'-end processing	15	9	9.85	0.77196
GO:0044042	glucan metabolic process	15	9	9.85	0.77196
GO:0050708	regulation of protein secretion	15	9	9.85	0.77196
GO:0051053	negative regulation of DNA metabolic process	15	9	9.85	0.77196
GO:1900542	regulation of purine nucleotide metabolic process	15	9	9.85	0.77196
GO:0071496	cellular response to external stimulus	124	78	81.41	0.77328
GO:0098602	single organism cell adhesion	55	34	36.11	0.77328
GO:0000038	very long-chain fatty acid metabolic process	5	3	3.28	0.77492
GO:0000387	spliceosomal snRNP assembly	5	3	3.28	0.77492
GO:0002237	response to molecule of bacterial origin	5	3	3.28	0.77492
GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	5	3	3.28	0.77492
GO:0006537	glutamate biosynthetic process	5	3	3.28	0.77492
GO:0006568	tryptophan metabolic process	5	3	3.28	0.77492
GO:0006586	indolalkylamine metabolic process	5	3	3.28	0.77492
GO:0006607	NLS-bearing protein import into nucleus	5	3	3.28	0.77492
GO:0006622	protein targeting to lysosome	5	3	3.28	0.77492
GO:0006684	sphingomyelin metabolic process	5	3	3.28	0.77492
GO:0006801	superoxide metabolic process	5	3	3.28	0.77492
GO:0006878	cellular copper ion homeostasis	5	3	3.28	0.77492
GO:0007035	vacuolar acidification	5	3	3.28	0.77492
GO:0007541	sex determination, primary response to X:A ratio	5	3	3.28	0.77492
GO:0007630	jump response	5	3	3.28	0.77492
GO:0008203	cholesterol metabolic process	5	3	3.28	0.77492
GO:0008335	female germline ring canal stabilization	5	3	3.28	0.77492
GO:0015893	drug transport	5	3	3.28	0.77492
GO:0016558	protein import into peroxisome matrix	5	3	3.28	0.77492
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	5	3	3.28	0.77492
GO:0017182	peptidyl-diphthamide metabolic process	5	3	3.28	0.77492
GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	5	3	3.28	0.77492
GO:0018126	protein hydroxylation	5	3	3.28	0.77492
GO:0018202	peptidyl-histidine modification	5	3	3.28	0.77492
GO:0030073	insulin secretion	5	3	3.28	0.77492
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	5	3	3.28	0.77492
GO:0031281	positive regulation of cyclase activity	5	3	3.28	0.77492
GO:0031503	protein complex localization	5	3	3.28	0.77492
GO:0032392	DNA geometric change	5	3	3.28	0.77492
GO:0033260	nuclear DNA replication	5	3	3.28	0.77492
GO:0034501	protein localization to kinetochore	5	3	3.28	0.77492
GO:0034629	cellular protein complex localization	5	3	3.28	0.77492
GO:0036098	male germ-line stem cell population maintenance	5	3	3.28	0.77492
GO:0036388	pre-replicative complex assembly	5	3	3.28	0.77492
GO:0042542	response to hydrogen peroxide	5	3	3.28	0.77492
GO:0042790	transcription of nuclear large rRNA transcript from RNA polymerase I promoter	5	3	3.28	0.77492
GO:0043096	purine nucleobase salvage	5	3	3.28	0.77492
GO:0043149	stress fiber assembly	5	3	3.28	0.77492
GO:0043650	dicarboxylic acid biosynthetic process	5	3	3.28	0.77492
GO:0044331	cell-cell adhesion mediated by cadherin	5	3	3.28	0.77492
GO:0045434	negative regulation of female receptivity, post-mating	5	3	3.28	0.77492
GO:0045762	positive regulation of adenylate cyclase activity	5	3	3.28	0.77492
GO:0045850	positive regulation of nurse cell apoptotic process	5	3	3.28	0.77492
GO:0045943	positive regulation of transcription from RNA polymerase I promoter	5	3	3.28	0.77492
GO:0046665	amnioserosa maintenance	5	3	3.28	0.77492
GO:0048009	insulin-like growth factor receptor signaling pathway	5	3	3.28	0.77492
GO:0048636	positive regulation of muscle organ development	5	3	3.28	0.77492
GO:0050796	regulation of insulin secretion	5	3	3.28	0.77492
GO:0050848	regulation of calcium-mediated signaling	5	3	3.28	0.77492
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	5	3	3.28	0.77492
GO:0050918	positive chemotaxis	5	3	3.28	0.77492
GO:0050962	detection of light stimulus involved in sensory perception	5	3	3.28	0.77492
GO:0051341	regulation of oxidoreductase activity	5	3	3.28	0.77492
GO:0051383	kinetochore organization	5	3	3.28	0.77492
GO:0051492	regulation of stress fiber assembly	5	3	3.28	0.77492
GO:0060571	morphogenesis of an epithelial fold	5	3	3.28	0.77492
GO:0060914	heart formation	5	3	3.28	0.77492
GO:0060996	dendritic spine development	5	3	3.28	0.77492
GO:0060997	dendritic spine morphogenesis	5	3	3.28	0.77492
GO:0061355	Wnt protein secretion	5	3	3.28	0.77492
GO:0061356	regulation of Wnt protein secretion	5	3	3.28	0.77492
GO:0061357	positive regulation of Wnt protein secretion	5	3	3.28	0.77492
GO:0070593	dendrite self-avoidance	5	3	3.28	0.77492
GO:0071260	cellular response to mechanical stimulus	5	3	3.28	0.77492
GO:0071428	rRNA-containing ribonucleoprotein complex export from nucleus	5	3	3.28	0.77492
GO:0071459	protein localization to chromosome, centromeric region	5	3	3.28	0.77492
GO:0072331	signal transduction by p53 class mediator	5	3	3.28	0.77492
GO:0072595	maintenance of protein localization in organelle	5	3	3.28	0.77492
GO:0090207	regulation of triglyceride metabolic process	5	3	3.28	0.77492
GO:1900078	positive regulation of cellular response to insulin stimulus	5	3	3.28	0.77492
GO:1901836	regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	5	3	3.28	0.77492
GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication	5	3	3.28	0.77492
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	5	3	3.28	0.77492
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	5	3	3.28	0.77492
GO:1990182	exosomal secretion	5	3	3.28	0.77492
GO:2000369	regulation of clathrin-mediated endocytosis	5	3	3.28	0.77492
GO:2000637	positive regulation of gene silencing by miRNA	5	3	3.28	0.77492
GO:0006302	double-strand break repair	36	22	23.63	0.77591
GO:0051047	positive regulation of secretion	28	17	18.38	0.77606
GO:0007076	mitotic chromosome condensation	20	12	13.13	0.78169
GO:0043954	cellular component maintenance	20	12	13.13	0.78169
GO:0048070	regulation of developmental pigmentation	20	12	13.13	0.78169
GO:0060439	trachea morphogenesis	20	12	13.13	0.78169
GO:0090068	positive regulation of cell cycle process	20	12	13.13	0.78169
GO:1902806	regulation of cell cycle G1/S phase transition	20	12	13.13	0.78169
GO:2000045	regulation of G1/S transition of mitotic cell cycle	20	12	13.13	0.78169
GO:0031669	cellular response to nutrient levels	118	74	77.47	0.78221
GO:0007610	behavior	411	263	269.82	0.78421
GO:0044711	single-organism biosynthetic process	436	279	286.24	0.79043
GO:0032543	mitochondrial translation	25	15	16.41	0.79222
GO:0044708	single-organism behavior	305	194	200.24	0.79743
GO:0006259	DNA metabolic process	212	134	139.18	0.79857
GO:0006418	tRNA aminoacylation for protein translation	38	23	24.95	0.80048
GO:0048190	wing disc dorsal/ventral pattern formation	38	23	24.95	0.80048
GO:0060179	male mating behavior	38	23	24.95	0.80048
GO:0007127	meiosis I	46	28	30.2	0.80107
GO:0006611	protein export from nucleus	12	7	7.88	0.80151
GO:0010632	regulation of epithelial cell migration	12	7	7.88	0.80151
GO:0030148	sphingolipid biosynthetic process	12	7	7.88	0.80151
GO:0033059	cellular pigmentation	12	7	7.88	0.80151
GO:0045465	R8 cell differentiation	12	7	7.88	0.80151
GO:0048753	pigment granule organization	12	7	7.88	0.80151
GO:0050909	sensory perception of taste	12	7	7.88	0.80151
GO:0044262	cellular carbohydrate metabolic process	54	33	35.45	0.80320
GO:0006140	regulation of nucleotide metabolic process	17	10	11.16	0.80403
GO:0006641	triglyceride metabolic process	17	10	11.16	0.80403
GO:0007465	R7 cell fate commitment	17	10	11.16	0.80403
GO:0015748	organophosphate ester transport	17	10	11.16	0.80403
GO:0016180	snRNA processing	17	10	11.16	0.80403
GO:0046854	phosphatidylinositol phosphorylation	17	10	11.16	0.80403
GO:0014706	striated muscle tissue development	22	13	14.44	0.81033
GO:0002253	activation of immune response	7	4	4.6	0.81085
GO:0005978	glycogen biosynthetic process	7	4	4.6	0.81085
GO:0006044	N-acetylglucosamine metabolic process	7	4	4.6	0.81085
GO:0006308	DNA catabolic process	7	4	4.6	0.81085
GO:0006471	protein ADP-ribosylation	7	4	4.6	0.81085
GO:0006743	ubiquinone metabolic process	7	4	4.6	0.81085
GO:0006744	ubiquinone biosynthetic process	7	4	4.6	0.81085
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	7	4	4.6	0.81085
GO:0006937	regulation of muscle contraction	7	4	4.6	0.81085
GO:0007628	adult walking behavior	7	4	4.6	0.81085
GO:0009118	regulation of nucleoside metabolic process	7	4	4.6	0.81085
GO:0009250	glucan biosynthetic process	7	4	4.6	0.81085
GO:0009262	deoxyribonucleotide metabolic process	7	4	4.6	0.81085
GO:0009404	toxin metabolic process	7	4	4.6	0.81085
GO:0015914	phospholipid transport	7	4	4.6	0.81085
GO:0016239	positive regulation of macroautophagy	7	4	4.6	0.81085
GO:0016572	histone phosphorylation	7	4	4.6	0.81085
GO:0017143	insecticide metabolic process	7	4	4.6	0.81085
GO:0018195	peptidyl-arginine modification	7	4	4.6	0.81085
GO:0018216	peptidyl-arginine methylation	7	4	4.6	0.81085
GO:0019236	response to pheromone	7	4	4.6	0.81085
GO:0019359	nicotinamide nucleotide biosynthetic process	7	4	4.6	0.81085
GO:0019363	pyridine nucleotide biosynthetic process	7	4	4.6	0.81085
GO:0019720	Mo-molybdopterin cofactor metabolic process	7	4	4.6	0.81085
GO:0031279	regulation of cyclase activity	7	4	4.6	0.81085
GO:0032106	positive regulation of response to extracellular stimulus	7	4	4.6	0.81085
GO:0032109	positive regulation of response to nutrient levels	7	4	4.6	0.81085
GO:0032231	regulation of actin filament bundle assembly	7	4	4.6	0.81085
GO:0032324	molybdopterin cofactor biosynthetic process	7	4	4.6	0.81085
GO:0033363	secretory granule organization	7	4	4.6	0.81085
GO:0034446	substrate adhesion-dependent cell spreading	7	4	4.6	0.81085
GO:0034502	protein localization to chromosome	7	4	4.6	0.81085
GO:0042430	indole-containing compound metabolic process	7	4	4.6	0.81085
GO:0042676	compound eye cone cell fate commitment	7	4	4.6	0.81085
GO:0042685	cardioblast cell fate specification	7	4	4.6	0.81085
GO:0043101	purine-containing compound salvage	7	4	4.6	0.81085
GO:0043270	positive regulation of ion transport	7	4	4.6	0.81085
GO:0043545	molybdopterin cofactor metabolic process	7	4	4.6	0.81085
GO:0045761	regulation of adenylate cyclase activity	7	4	4.6	0.81085
GO:0046008	regulation of female receptivity, post-mating	7	4	4.6	0.81085
GO:0046889	positive regulation of lipid biosynthetic process	7	4	4.6	0.81085
GO:0048581	negative regulation of post-embryonic development	7	4	4.6	0.81085
GO:0048800	antennal morphogenesis	7	4	4.6	0.81085
GO:0051189	prosthetic group metabolic process	7	4	4.6	0.81085
GO:0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis	7	4	4.6	0.81085
GO:0072665	protein localization to vacuole	7	4	4.6	0.81085
GO:0090136	epithelial cell-cell adhesion	7	4	4.6	0.81085
GO:0090659	walking behavior	7	4	4.6	0.81085
GO:1903421	regulation of synaptic vesicle recycling	7	4	4.6	0.81085
GO:1903578	regulation of ATP metabolic process	7	4	4.6	0.81085
GO:2001013	epithelial cell proliferation involved in renal tubule morphogenesis	7	4	4.6	0.81085
GO:0006749	glutathione metabolic process	43	26	28.23	0.81140
GO:0048511	rhythmic process	89	55	58.43	0.81200
GO:0007310	oocyte dorsal/ventral axis specification	35	21	22.98	0.81277
GO:0043410	positive regulation of MAPK cascade	67	41	43.99	0.81693
GO:0007608	sensory perception of smell	27	16	17.73	0.81796
GO:0050770	regulation of axonogenesis	27	16	17.73	0.81796
GO:0000280	nuclear division	289	183	189.73	0.82019
GO:0010558	negative regulation of macromolecule biosynthetic process	244	154	160.19	0.82097
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	244	154	160.19	0.82097
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	14	8	9.19	0.83044
GO:0006970	response to osmotic stress	14	8	9.19	0.83044
GO:0007040	lysosome organization	14	8	9.19	0.83044
GO:0007135	meiosis II	14	8	9.19	0.83044
GO:0010466	negative regulation of peptidase activity	14	8	9.19	0.83044
GO:0016226	iron-sulfur cluster assembly	14	8	9.19	0.83044
GO:0017085	response to insecticide	14	8	9.19	0.83044
GO:0031163	metallo-sulfur cluster assembly	14	8	9.19	0.83044
GO:0035153	epithelial cell type specification, open tracheal system	14	8	9.19	0.83044
GO:0046785	microtubule polymerization	14	8	9.19	0.83044
GO:0071479	cellular response to ionizing radiation	14	8	9.19	0.83044
GO:0072348	sulfur compound transport	14	8	9.19	0.83044
GO:0080171	lytic vacuole organization	14	8	9.19	0.83044
GO:0006334	nucleosome assembly	19	11	12.47	0.83083
GO:0006638	neutral lipid metabolic process	19	11	12.47	0.83083
GO:0006639	acylglycerol metabolic process	19	11	12.47	0.83083
GO:0006813	potassium ion transport	19	11	12.47	0.83083
GO:0007280	pole cell migration	19	11	12.47	0.83083
GO:0009593	detection of chemical stimulus	19	11	12.47	0.83083
GO:0035825	reciprocal DNA recombination	19	11	12.47	0.83083
GO:0045455	ecdysteroid metabolic process	19	11	12.47	0.83083
GO:0060966	regulation of gene silencing by RNA	19	11	12.47	0.83083
GO:0050877	neurological system process	218	137	143.12	0.83145
GO:0017148	negative regulation of translation	37	22	24.29	0.83402
GO:0000212	meiotic spindle organization	24	14	15.76	0.83478
GO:0008277	regulation of G-protein coupled receptor protein signaling pathway	24	14	15.76	0.83478
GO:0006298	mismatch repair	9	5	5.91	0.83922
GO:0006584	catecholamine metabolic process	9	5	5.91	0.83922
GO:0006817	phosphate ion transport	9	5	5.91	0.83922
GO:0007460	R8 cell fate commitment	9	5	5.91	0.83922
GO:0007492	endoderm development	9	5	5.91	0.83922
GO:0007522	visceral muscle development	9	5	5.91	0.83922
GO:0008272	sulfate transport	9	5	5.91	0.83922
GO:0009409	response to cold	9	5	5.91	0.83922
GO:0009712	catechol-containing compound metabolic process	9	5	5.91	0.83922
GO:0014074	response to purine-containing compound	9	5	5.91	0.83922
GO:0016059	deactivation of rhodopsin mediated signaling	9	5	5.91	0.83922
GO:0016233	telomere capping	9	5	5.91	0.83922
GO:0022400	regulation of rhodopsin mediated signaling pathway	9	5	5.91	0.83922
GO:0031000	response to caffeine	9	5	5.91	0.83922
GO:0040017	positive regulation of locomotion	9	5	5.91	0.83922
GO:0042753	positive regulation of circadian rhythm	9	5	5.91	0.83922
GO:0045297	post-mating behavior	9	5	5.91	0.83922
GO:0045450	bicoid mRNA localization	9	5	5.91	0.83922
GO:0045611	negative regulation of hemocyte differentiation	9	5	5.91	0.83922
GO:0045834	positive regulation of lipid metabolic process	9	5	5.91	0.83922
GO:0045981	positive regulation of nucleotide metabolic process	9	5	5.91	0.83922
GO:0046686	response to cadmium ion	9	5	5.91	0.83922
GO:0046838	phosphorylated carbohydrate dephosphorylation	9	5	5.91	0.83922
GO:0046855	inositol phosphate dephosphorylation	9	5	5.91	0.83922
GO:0048015	phosphatidylinositol-mediated signaling	9	5	5.91	0.83922
GO:0051531	NFAT protein import into nucleus	9	5	5.91	0.83922
GO:0051532	regulation of NFAT protein import into nucleus	9	5	5.91	0.83922
GO:0051533	positive regulation of NFAT protein import into nucleus	9	5	5.91	0.83922
GO:0060259	regulation of feeding behavior	9	5	5.91	0.83922
GO:0071480	cellular response to gamma radiation	9	5	5.91	0.83922
GO:0071545	inositol phosphate catabolic process	9	5	5.91	0.83922
GO:1900544	positive regulation of purine nucleotide metabolic process	9	5	5.91	0.83922
GO:0016337	single organismal cell-cell adhesion	50	30	32.83	0.84000
GO:1903825	organic acid transmembrane transport	29	17	19.04	0.84028
GO:0006323	DNA packaging	66	40	43.33	0.84081
GO:0031647	regulation of protein stability	42	25	27.57	0.84185
GO:0008049	male courtship behavior	34	20	22.32	0.84644
GO:0051705	multi-organism behavior	120	74	78.78	0.84705
GO:0006260	DNA replication	71	43	46.61	0.84908
GO:0001666	response to hypoxia	47	28	30.86	0.84938
GO:0007613	memory	79	48	51.86	0.85067
GO:0007623	circadian rhythm	87	53	57.12	0.85269
GO:1902850	microtubule cytoskeleton organization involved in mitosis	39	23	25.6	0.85281
GO:0018991	oviposition	16	9	10.5	0.85426
GO:0046112	nucleobase biosynthetic process	16	9	10.5	0.85426
GO:0006520	cellular amino acid metabolic process	125	77	82.06	0.85467
GO:0033057	multicellular organismal reproductive behavior	68	41	44.64	0.85586
GO:0000082	G1/S transition of mitotic cell cycle	31	18	20.35	0.85968
GO:0010160	formation of organ boundary	31	18	20.35	0.85968
GO:0044843	cell cycle G1/S phase transition	31	18	20.35	0.85968
GO:0098656	anion transmembrane transport	31	18	20.35	0.85968
GO:0016055	Wnt signaling pathway	92	56	60.4	0.86021
GO:0006270	DNA replication initiation	11	6	7.22	0.86226
GO:0008057	eye pigment granule organization	11	6	7.22	0.86226
GO:0050714	positive regulation of protein secretion	11	6	7.22	0.86226
GO:0098754	detoxification	11	6	7.22	0.86226
GO:0048645	organ formation	36	21	23.63	0.86437
GO:0044706	multi-multicellular organism process	70	42	45.96	0.86958
GO:0006417	regulation of translation	78	47	51.21	0.86996
GO:0006576	cellular biogenic amine metabolic process	23	13	15.1	0.87258
GO:0060537	muscle tissue development	23	13	15.1	0.87258
GO:0003333	amino acid transmembrane transport	28	16	18.38	0.87383
GO:0009311	oligosaccharide metabolic process	28	16	18.38	0.87383
GO:0015698	inorganic anion transport	28	16	18.38	0.87383
GO:0071103	DNA conformation change	75	45	49.24	0.87595
GO:0007498	mesoderm development	67	40	43.99	0.87618
GO:0030111	regulation of Wnt signaling pathway	59	35	38.73	0.87733
GO:0050795	regulation of behavior	59	35	38.73	0.87733
GO:0030534	adult behavior	107	65	70.25	0.88013
GO:0008063	Toll signaling pathway	38	22	24.95	0.88014
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	13	7	8.53	0.88131
GO:0007220	Notch receptor processing	13	7	8.53	0.88131
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	13	7	8.53	0.88131
GO:0040040	thermosensory behavior	13	7	8.53	0.88131
GO:0042675	compound eye cone cell differentiation	13	7	8.53	0.88131
GO:0046662	regulation of oviposition	13	7	8.53	0.88131
GO:0048079	regulation of cuticle pigmentation	13	7	8.53	0.88131
GO:0090306	spindle assembly involved in meiosis	13	7	8.53	0.88131
GO:0006399	tRNA metabolic process	80	48	52.52	0.88197
GO:0019748	secondary metabolic process	77	46	50.55	0.88764
GO:0008202	steroid metabolic process	30	17	19.7	0.88945
GO:0002218	activation of innate immune response	6	3	3.94	0.88962
GO:0006271	DNA strand elongation involved in DNA replication	6	3	3.94	0.88962
GO:0006623	protein targeting to vacuole	6	3	3.94	0.88962
GO:0007272	ensheathment of neurons	6	3	3.94	0.88962
GO:0007311	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	6	3	3.94	0.88962
GO:0008366	axon ensheathment	6	3	3.94	0.88962
GO:0008643	carbohydrate transport	6	3	3.94	0.88962
GO:0010171	body morphogenesis	6	3	3.94	0.88962
GO:0015696	ammonium transport	6	3	3.94	0.88962
GO:0015804	neutral amino acid transport	6	3	3.94	0.88962
GO:0019226	transmission of nerve impulse	6	3	3.94	0.88962
GO:0021551	central nervous system morphogenesis	6	3	3.94	0.88962
GO:0022600	digestive system process	6	3	3.94	0.88962
GO:0022616	DNA strand elongation	6	3	3.94	0.88962
GO:0032785	negative regulation of DNA-templated transcription, elongation	6	3	3.94	0.88962
GO:0032881	regulation of polysaccharide metabolic process	6	3	3.94	0.88962
GO:0032924	activin receptor signaling pathway	6	3	3.94	0.88962
GO:0033619	membrane protein proteolysis	6	3	3.94	0.88962
GO:0034204	lipid translocation	6	3	3.94	0.88962
GO:0035156	fusion cell fate specification	6	3	3.94	0.88962
GO:0035249	synaptic transmission, glutamatergic	6	3	3.94	0.88962
GO:0035262	gonad morphogenesis	6	3	3.94	0.88962
GO:0035289	posterior head segmentation	6	3	3.94	0.88962
GO:0035637	multicellular organismal signaling	6	3	3.94	0.88962
GO:0042595	behavioral response to starvation	6	3	3.94	0.88962
GO:0045332	phospholipid translocation	6	3	3.94	0.88962
GO:0045752	positive regulation of Toll signaling pathway	6	3	3.94	0.88962
GO:0048036	central complex development	6	3	3.94	0.88962
GO:0048526	imaginal disc-derived wing expansion	6	3	3.94	0.88962
GO:0050916	sensory perception of sweet taste	6	3	3.94	0.88962
GO:0061448	connective tissue development	6	3	3.94	0.88962
GO:0070873	regulation of glycogen metabolic process	6	3	3.94	0.88962
GO:0071804	cellular potassium ion transport	6	3	3.94	0.88962
GO:0071805	potassium ion transmembrane transport	6	3	3.94	0.88962
GO:0072666	establishment of protein localization to vacuole	6	3	3.94	0.88962
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	6	3	3.94	0.88962
GO:1902808	positive regulation of cell cycle G1/S phase transition	6	3	3.94	0.88962
GO:2000021	regulation of ion homeostasis	6	3	3.94	0.88962
GO:2000253	positive regulation of feeding behavior	6	3	3.94	0.88962
GO:0007041	lysosomal transport	20	11	13.13	0.89088
GO:0022404	molting cycle process	20	11	13.13	0.89088
GO:0035146	tube fusion	20	11	13.13	0.89088
GO:0035147	branch fusion, open tracheal system	20	11	13.13	0.89088
GO:0035148	tube formation	20	11	13.13	0.89088
GO:0060581	cell fate commitment involved in pattern specification	20	11	13.13	0.89088
GO:0030261	chromosome condensation	35	20	22.98	0.89132
GO:0008033	tRNA processing	40	23	26.26	0.89400
GO:0000724	double-strand break repair via homologous recombination	15	8	9.85	0.89726
GO:0000725	recombinational repair	15	8	9.85	0.89726
